timestamp,signal,price,score_long,score_short,rsi,adx,atr
2026-05-30 10:00:00,HOLD,73419.8,4,5,46.93,18.26,227.58
2026-05-30 10:00:00,HOLD,73415.0,3,5,46.77,18.26,227.58
2026-05-30 10:00:00,HOLD,73415.0,3,5,46.77,18.26,227.58
2026-05-30 11:00:00,HOLD,73419.8,3,5,46.93,18.04,211.66
